match_id_muni,id_muni1980,id_muni1985,id_muni1990,id_muni1995,id_muni2000,id_muni2005,id_muni2010,id_muni2015,name_muni1980,name_muni1985,name_muni1990,name_muni1995,name_muni2000,name_muni2005,name_muni2010,name_muni2015,flag_merge_consol,flag_merge_incorp,flag_seirei,flag_city,flag_town,flag_change_zone,flag_change_name
1215,1215,1215,1215,1215,1215,1215,1215,1215,"Bibai-shi, Hokkaido","Bibai-shi, Hokkaido","Bibai-shi, Hokkaido","Bibai-shi, Hokkaido","Bibai-shi, Hokkaido","Bibai-shi, Hokkaido","Bibai-shi, Hokkaido","Bibai-shi, Hokkaido",0,0,0,0,0,0,0
1216,1216,1216,1216,1216,1216,1216,1216,1216,"Ashibetsu-shi, Hokkaido","Ashibetsu-shi, Hokkaido","Ashibetsu-shi, Hokkaido","Ashibetsu-shi, Hokkaido","Ashibetsu-shi, Hokkaido","Ashibetsu-shi, Hokkaido","Ashibetsu-shi, Hokkaido","Ashibetsu-shi, Hokkaido",0,0,0,0,0,0,0
1217,1217,1217,1217,1217,1217,1217,1217,1217,"Ebetsu-shi, Hokkaido","Ebetsu-shi, Hokkaido","Ebetsu-shi, Hokkaido","Ebetsu-shi, Hokkaido","Ebetsu-shi, Hokkaido","Ebetsu-shi, Hokkaido","Ebetsu-shi, Hokkaido","Ebetsu-shi, Hokkaido",0,0,0,0,0,0,0
1218,1218,1218,1218,1218,1218,1218,1218,1218,"Akabira-shi, Hokkaido","Akabira-shi, Hokkaido","Akabira-shi, Hokkaido","Akabira-shi, Hokkaido","Akabira-shi, Hokkaido","Akabira-shi, Hokkaido","Akabira-shi, Hokkaido","Akabira-shi, Hokkaido",0,0,0,0,0,0,0
1219,1219,1219,1219,1219,1219,1219,1219,1219,"Mombetsu-shi, Hokkaido","Mombetsu-shi, Hokkaido","Mombetsu-shi, Hokkaido","Mombetsu-shi, Hokkaido","Mombetsu-shi, Hokkaido","Mombetsu-shi, Hokkaido","Mombetsu-shi, Hokkaido","Mombetsu-shi, Hokkaido",0,0,0,0,0,0,0
1220,1220,1220,1220,1220,1220,1220,1220,1220,"Shibetsu-shi, Hokkaido","Shibetsu-shi, Hokkaido","Shibetsu-shi, Hokkaido","Shibetsu-shi, Hokkaido","Shibetsu-shi, Hokkaido","Shibetsu-shi, Hokkaido","Shibetsu-shi, Hokkaido","Shibetsu-shi, Hokkaido",1,0,0,0,0,0,0
1466,1466,1466,1466,1466,1466,1220,1220,1220,"Asahi-cho, Hokkaido","Asahi-cho, Hokkaido","Asahi-cho, Hokkaido","Asahi-cho, Hokkaido","Asahi-cho, Hokkaido","Shibetsu-shi, Hokkaido","Shibetsu-shi, Hokkaido","Shibetsu-shi, Hokkaido",1,0,0,0,0,0,0
1221,1221,1221,1221,1221,1221,1221,1221,1221,"Nayoro-shi, Hokkaido","Nayoro-shi, Hokkaido","Nayoro-shi, Hokkaido","Nayoro-shi, Hokkaido","Nayoro-shi, Hokkaido","Nayoro-shi, Hokkaido","Nayoro-shi, Hokkaido","Nayoro-shi, Hokkaido",1,0,0,0,0,0,0
1467,1467,1467,1467,1467,1467,1467,1221,1221,"Furen-cho, Hokkaido","Furen-cho, Hokkaido","Furen-cho, Hokkaido","Furen-cho, Hokkaido","Furen-cho, Hokkaido","Furen-cho, Hokkaido","Nayoro-shi, Hokkaido","Nayoro-shi, Hokkaido",1,0,0,0,0,0,0
1222,1222,1222,1222,1222,1222,1222,1222,1222,"Mikasa-shi, Hokkaido","Mikasa-shi, Hokkaido","Mikasa-shi, Hokkaido","Mikasa-shi, Hokkaido","Mikasa-shi, Hokkaido","Mikasa-shi, Hokkaido","Mikasa-shi, Hokkaido","Mikasa-shi, Hokkaido",0,0,0,0,0,0,0
1223,1223,1223,1223,1223,1223,1223,1223,1223,"Nemuro-shi, Hokkaido","Nemuro-shi, Hokkaido","Nemuro-shi, Hokkaido","Nemuro-shi, Hokkaido","Nemuro-shi, Hokkaido","Nemuro-shi, Hokkaido","Nemuro-shi, Hokkaido","Nemuro-shi, Hokkaido",0,0,0,0,0,0,0
1224,1224,1224,1224,1224,1224,1224,1224,1224,"Chitose-shi, Hokkaido","Chitose-shi, Hokkaido","Chitose-shi, Hokkaido","Chitose-shi, Hokkaido","Chitose-shi, Hokkaido","Chitose-shi, Hokkaido","Chitose-shi, Hokkaido","Chitose-shi, Hokkaido",0,0,0,0,0,0,0
1225,1225,1225,1225,1225,1225,1225,1225,1225,"Takikawa-shi, Hokkaido","Takikawa-shi, Hokkaido","Takikawa-shi, Hokkaido","Takikawa-shi, Hokkaido","Takikawa-shi, Hokkaido","Takikawa-shi, Hokkaido","Takikawa-shi, Hokkaido","Takikawa-shi, Hokkaido",0,0,0,0,0,0,0
1226,1226,1226,1226,1226,1226,1226,1226,1226,"Sunagawa-shi, Hokkaido","Sunagawa-shi, Hokkaido","Sunagawa-shi, Hokkaido","Sunagawa-shi, Hokkaido","Sunagawa-shi, Hokkaido","Sunagawa-shi, Hokkaido","Sunagawa-shi, Hokkaido","Sunagawa-shi, Hokkaido",0,0,0,0,0,0,0
1227,1227,1227,1227,1227,1227,1227,1227,1227,"Utashinai-shi, Hokkaido","Utashinai-shi, Hokkaido","Utashinai-shi, Hokkaido","Utashinai-shi, Hokkaido","Utashinai-shi, Hokkaido","Utashinai-shi, Hokkaido","Utashinai-shi, Hokkaido","Utashinai-shi, Hokkaido",0,0,0,0,0,0,0
1228,1228,1228,1228,1228,1228,1228,1228,1228,"Fukagawa-shi, Hokkaido","Fukagawa-shi, Hokkaido","Fukagawa-shi, Hokkaido","Fukagawa-shi, Hokkaido","Fukagawa-shi, Hokkaido","Fukagawa-shi, Hokkaido","Fukagawa-shi, Hokkaido","Fukagawa-shi, Hokkaido",0,0,0,0,0,0,0
1229,1229,1229,1229,1229,1229,1229,1229,1229,"Furano-shi, Hokkaido","Furano-shi, Hokkaido","Furano-shi, Hokkaido","Furano-shi, Hokkaido","Furano-shi, Hokkaido","Furano-shi, Hokkaido","Furano-shi, Hokkaido","Furano-shi, Hokkaido",0,0,0,0,0,0,0
1230,1230,1230,1230,1230,1230,1230,1230,1230,"Noboribetsu-shi, Hokkaido","Noboribetsu-shi, Hokkaido","Noboribetsu-shi, Hokkaido","Noboribetsu-shi, Hokkaido","Noboribetsu-shi, Hokkaido","Noboribetsu-shi, Hokkaido","Noboribetsu-shi, Hokkaido","Noboribetsu-shi, Hokkaido",0,0,0,0,0,0,0
1231,1231,1231,1231,1231,1231,1231,1231,1231,"Eniwa-shi, Hokkaido","Eniwa-shi, Hokkaido","Eniwa-shi, Hokkaido","Eniwa-shi, Hokkaido","Eniwa-shi, Hokkaido","Eniwa-shi, Hokkaido","Eniwa-shi, Hokkaido","Eniwa-shi, Hokkaido",0,0,0,0,0,0,0
1233,1233,1233,1233,1233,1233,1233,1233,1233,"Date-shi, Hokkaido","Date-shi, Hokkaido","Date-shi, Hokkaido","Date-shi, Hokkaido","Date-shi, Hokkaido","Date-shi, Hokkaido","Date-shi, Hokkaido","Date-shi, Hokkaido",0,1,0,0,0,0,0
1574,1574,1574,1574,1574,1574,1574,1233,1233,"Otaki-mura, Hokkaido","Otaki-mura, Hokkaido","Otaki-mura, Hokkaido","Otaki-mura, Hokkaido","Otaki-mura, Hokkaido","Otaki-mura, Hokkaido","Date-shi, Hokkaido","Date-shi, Hokkaido",0,1,0,0,0,0,0
1234,,,,,1234,1234,1234,1234,,,,,"Kitahiroshima-shi, Hokkaido","Kitahiroshima-shi, Hokkaido","Kitahiroshima-shi, Hokkaido","Kitahiroshima-shi, Hokkaido",0,0,0,1,0,0,1
1301,1301,1301,1301,1301,1234,1234,1234,1234,"Hiroshima-cho, Hokkaido","Hiroshima-cho, Hokkaido","Hiroshima-cho, Hokkaido","Hiroshima-cho, Hokkaido","Kitahiroshima-shi, Hokkaido","Kitahiroshima-shi, Hokkaido","Kitahiroshima-shi, Hokkaido","Kitahiroshima-shi, Hokkaido",0,0,0,1,0,0,1
1235,,,,,1235,1235,1235,1235,,,,,"Ishikari-shi, Hokkaido","Ishikari-shi, Hokkaido","Ishikari-shi, Hokkaido","Ishikari-shi, Hokkaido",0,1,0,1,0,0,0
1302,1302,1302,1302,1302,1235,1235,1235,1235,"Ishikari-cho, Hokkaido","Ishikari-cho, Hokkaido","Ishikari-cho, Hokkaido","Ishikari-cho, Hokkaido","Ishikari-shi, Hokkaido","Ishikari-shi, Hokkaido","Ishikari-shi, Hokkaido","Ishikari-shi, Hokkaido",0,0,0,1,0,0,0
1305,1305,1305,1305,1305,1305,1235,1235,1235,"Atsuta-mura, Hokkaido","Atsuta-mura, Hokkaido","Atsuta-mura, Hokkaido","Atsuta-mura, Hokkaido","Atsuta-mura, Hokkaido","Ishikari-shi, Hokkaido","Ishikari-shi, Hokkaido","Ishikari-shi, Hokkaido",0,1,0,0,0,0,0
1306,1306,1306,1306,1306,1306,1235,1235,1235,"Hamamasu-mura, Hokkaido","Hamamasu-mura, Hokkaido","Hamamasu-mura, Hokkaido","Hamamasu-mura, Hokkaido","Hamamasu-mura, Hokkaido","Ishikari-shi, Hokkaido","Ishikari-shi, Hokkaido","Ishikari-shi, Hokkaido",0,1,0,0,0,0,0
1236,,,,,,,1236,1236,,,,,,,"Hokuto-shi, Hokkaido","Hokuto-shi, Hokkaido",1,0,0,0,0,0,0
1335,1335,1335,1335,1335,1335,1335,1236,1236,"Kamiiso-cho, Hokkaido","Kamiiso-cho, Hokkaido","Kamiiso-cho, Hokkaido","Kamiiso-cho, Hokkaido","Kamiiso-cho, Hokkaido","Kamiiso-cho, Hokkaido","Hokuto-shi, Hokkaido","Hokuto-shi, Hokkaido",1,0,0,0,0,0,0
1336,1336,1336,1336,1336,1336,1336,1236,1236,"Ono-cho, Hokkaido","Ono-cho, Hokkaido","Ono-cho, Hokkaido","Ono-cho, Hokkaido","Ono-cho, Hokkaido","Ono-cho, Hokkaido","Hokuto-shi, Hokkaido","Hokuto-shi, Hokkaido",1,0,0,0,0,0,0
1303,1303,1303,1303,1303,1303,1303,1303,1303,"Tobetsu-cho, Hokkaido","Tobetsu-cho, Hokkaido","Tobetsu-cho, Hokkaido","Tobetsu-cho, Hokkaido","Tobetsu-cho, Hokkaido","Tobetsu-cho, Hokkaido","Tobetsu-cho, Hokkaido","Tobetsu-cho, Hokkaido",0,0,0,0,0,0,0
1304,1304,1304,1304,1304,1304,1304,1304,1304,"Shinshinotsu-mura, Hokkaido","Shinshinotsu-mura, Hokkaido","Shinshinotsu-mura, Hokkaido","Shinshinotsu-mura, Hokkaido","Shinshinotsu-mura, Hokkaido","Shinshinotsu-mura, Hokkaido","Shinshinotsu-mura, Hokkaido","Shinshinotsu-mura, Hokkaido",0,0,0,0,0,0,0
1331,1331,1331,1331,1331,1331,1331,1331,1331,"Matsumae-cho, Hokkaido","Matsumae-cho, Hokkaido","Matsumae-cho, Hokkaido","Matsumae-cho, Hokkaido","Matsumae-cho, Hokkaido","Matsumae-cho, Hokkaido","Matsumae-cho, Hokkaido","Matsumae-cho, Hokkaido",0,0,0,0,0,0,0
1332,1332,1332,1332,1332,1332,1332,1332,1332,"Fukushima-cho, Hokkaido","Fukushima-cho, Hokkaido","Fukushima-cho, Hokkaido","Fukushima-cho, Hokkaido","Fukushima-cho, Hokkaido","Fukushima-cho, Hokkaido","Fukushima-cho, Hokkaido","Fukushima-cho, Hokkaido",0,0,0,0,0,0,0
1333,1333,1333,1333,1333,1333,1333,1333,1333,"Shiriuchi-cho, Hokkaido","Shiriuchi-cho, Hokkaido","Shiriuchi-cho, Hokkaido","Shiriuchi-cho, Hokkaido","Shiriuchi-cho, Hokkaido","Shiriuchi-cho, Hokkaido","Shiriuchi-cho, Hokkaido","Shiriuchi-cho, Hokkaido",0,0,0,0,0,0,0
1334,1334,1334,1334,1334,1334,1334,1334,1334,"Kikonai-cho, Hokkaido","Kikonai-cho, Hokkaido","Kikonai-cho, Hokkaido","Kikonai-cho, Hokkaido","Kikonai-cho, Hokkaido","Kikonai-cho, Hokkaido","Kikonai-cho, Hokkaido","Kikonai-cho, Hokkaido",0,0,0,0,0,0,0
1337,1337,1337,1337,1337,1337,1337,1337,1337,"Nanae-cho, Hokkaido","Nanae-cho, Hokkaido","Nanae-cho, Hokkaido","Nanae-cho, Hokkaido","Nanae-cho, Hokkaido","Nanae-cho, Hokkaido","Nanae-cho, Hokkaido","Nanae-cho, Hokkaido",0,0,0,0,0,0,0
1343,1343,1343,1343,1343,1343,1343,1343,1343,"Shikabe-mura, Hokkaido","Shikabe-cho, Hokkaido","Shikabe-cho, Hokkaido","Shikabe-cho, Hokkaido","Shikabe-cho, Hokkaido","Shikabe-cho, Hokkaido","Shikabe-cho, Hokkaido","Shikabe-cho, Hokkaido",0,0,0,0,1,0,0
1344,1344,1344,1344,1344,1344,1345,1345,1345,"Sawara-cho, Hokkaido","Sawara-cho, Hokkaido","Sawara-cho, Hokkaido","Sawara-cho, Hokkaido","Sawara-cho, Hokkaido","Mori-machi, Hokkaido","Mori-machi, Hokkaido","Mori-machi, Hokkaido",1,0,0,0,0,0,0
1345,1345,1345,1345,1345,1345,1345,1345,1345,"Mori-machi, Hokkaido","Mori-machi, Hokkaido","Mori-machi, Hokkaido","Mori-machi, Hokkaido","Mori-machi, Hokkaido","Mori-machi, Hokkaido","Mori-machi, Hokkaido","Mori-machi, Hokkaido",1,0,0,0,0,0,0
1346,1346,1346,1346,1346,1346,1346,1346,1346,"Yakumo-cho, Hokkaido","Yakumo-cho, Hokkaido","Yakumo-cho, Hokkaido","Yakumo-cho, Hokkaido","Yakumo-cho, Hokkaido","Yakumo-cho, Hokkaido","Yakumo-cho, Hokkaido","Yakumo-cho, Hokkaido",1,0,0,0,0,0,0
1365,1365,1365,1365,1365,1365,1346,1346,1346,"Kumaishi-cho, Hokkaido","Kumaishi-cho, Hokkaido","Kumaishi-cho, Hokkaido","Kumaishi-cho, Hokkaido","Kumaishi-cho, Hokkaido","Yakumo-cho, Hokkaido","Yakumo-cho, Hokkaido","Yakumo-cho, Hokkaido",1,0,0,0,0,0,0
1347,1347,1347,1347,1347,1347,1347,1347,1347,"Oshamambe-cho, Hokkaido","Oshamambe-cho, Hokkaido","Oshamambe-cho, Hokkaido","Oshamambe-cho, Hokkaido","Oshamambe-cho, Hokkaido","Oshamambe-cho, Hokkaido","Oshamambe-cho, Hokkaido","Oshamambe-cho, Hokkaido",0,0,0,0,0,0,0
1361,1361,1361,1361,1361,1361,1361,1361,1361,"Esashi-cho, Hokkaido","Esashi-cho, Hokkaido","Esashi-cho, Hokkaido","Esashi-cho, Hokkaido","Esashi-cho, Hokkaido","Esashi-cho, Hokkaido","Esashi-cho, Hokkaido","Esashi-cho, Hokkaido",0,0,0,0,0,0,0
1362,1362,1362,1362,1362,1362,1362,1362,1362,"Kaminokuni-cho, Hokkaido","Kaminokuni-cho, Hokkaido","Kaminokuni-cho, Hokkaido","Kaminokuni-cho, Hokkaido","Kaminokuni-cho, Hokkaido","Kaminokuni-cho, Hokkaido","Kaminokuni-cho, Hokkaido","Kaminokuni-cho, Hokkaido",0,0,0,0,0,0,0
1363,1363,1363,1363,1363,1363,1363,1363,1363,"Assabu-cho, Hokkaido","Assabu-cho, Hokkaido","Assabu-cho, Hokkaido","Assabu-cho, Hokkaido","Assabu-cho, Hokkaido","Assabu-cho, Hokkaido","Assabu-cho, Hokkaido","Assabu-cho, Hokkaido",0,0,0,0,0,0,0
1364,1364,1364,1364,1364,1364,1364,1364,1364,"Otobe-cho, Hokkaido","Otobe-cho, Hokkaido","Otobe-cho, Hokkaido","Otobe-cho, Hokkaido","Otobe-cho, Hokkaido","Otobe-cho, Hokkaido","Otobe-cho, Hokkaido","Otobe-cho, Hokkaido",0,0,0,0,0,0,0
1367,1367,1367,1367,1367,1367,1367,1367,1367,"Okushiri-cho, Hokkaido","Okushiri-cho, Hokkaido","Okushiri-cho, Hokkaido","Okushiri-cho, Hokkaido","Okushiri-cho, Hokkaido","Okushiri-cho, Hokkaido","Okushiri-cho, Hokkaido","Okushiri-cho, Hokkaido",0,0,0,0,0,0,0
1370,1370,1370,1370,1370,1370,1370,1370,1370,"Imakane-cho, Hokkaido","Imakane-cho, Hokkaido","Imakane-cho, Hokkaido","Imakane-cho, Hokkaido","Imakane-cho, Hokkaido","Imakane-cho, Hokkaido","Imakane-cho, Hokkaido","Imakane-cho, Hokkaido",0,0,0,0,0,0,0
1366,1366,1366,1366,1366,1366,1371,1371,1371,"Taisei-cho, Hokkaido","Taisei-cho, Hokkaido","Taisei-cho, Hokkaido","Taisei-cho, Hokkaido","Taisei-cho, Hokkaido","Setana-cho, Hokkaido","Setana-cho, Hokkaido","Setana-cho, Hokkaido",1,0,0,0,0,0,0
1368,1368,1368,1368,1368,1368,1371,1371,1371,"Setana-cho, Hokkaido","Setana-cho, Hokkaido","Setana-cho, Hokkaido","Setana-cho, Hokkaido","Setana-cho, Hokkaido","Setana-cho, Hokkaido","Setana-cho, Hokkaido","Setana-cho, Hokkaido",1,0,0,0,0,0,0
1369,1369,1369,1369,1369,1369,1371,1371,1371,"Kitahiyama-cho, Hokkaido","Kitahiyama-cho, Hokkaido","Kitahiyama-cho, Hokkaido","Kitahiyama-cho, Hokkaido","Kitahiyama-cho, Hokkaido","Setana-cho, Hokkaido","Setana-cho, Hokkaido","Setana-cho, Hokkaido",1,0,0,0,0,0,0
1371,,,,,,1371,1371,1371,,,,,,"Setana-cho, Hokkaido","Setana-cho, Hokkaido","Setana-cho, Hokkaido",1,0,0,0,0,0,0
1391,1391,1391,1391,1391,1391,1391,1391,1391,"Shimamaki-mura, Hokkaido","Shimamaki-mura, Hokkaido","Shimamaki-mura, Hokkaido","Shimamaki-mura, Hokkaido","Shimamaki-mura, Hokkaido","Shimamaki-mura, Hokkaido","Shimamaki-mura, Hokkaido","Shimamaki-mura, Hokkaido",0,0,0,0,0,0,0
1392,1392,1392,1392,1392,1392,1392,1392,1392,"Suttsu-cho, Hokkaido","Suttsu-cho, Hokkaido","Suttsu-cho, Hokkaido","Suttsu-cho, Hokkaido","Suttsu-cho, Hokkaido","Suttsu-cho, Hokkaido","Suttsu-cho, Hokkaido","Suttsu-cho, Hokkaido",0,0,0,0,0,0,0
1393,1393,1393,1393,1393,1393,1393,1393,1393,"Kuromatsunai-cho, Hokkaido","Kuromatsunai-cho, Hokkaido","Kuromatsunai-cho, Hokkaido","Kuromatsunai-cho, Hokkaido","Kuromatsunai-cho, Hokkaido","Kuromatsunai-cho, Hokkaido","Kuromatsunai-cho, Hokkaido","Kuromatsunai-cho, Hokkaido",0,0,0,0,0,0,0
1394,1394,1394,1394,1394,1394,1394,1394,1394,"Rankoshi-cho, Hokkaido","Rankoshi-cho, Hokkaido","Rankoshi-cho, Hokkaido","Rankoshi-cho, Hokkaido","Rankoshi-cho, Hokkaido","Rankoshi-cho, Hokkaido","Rankoshi-cho, Hokkaido","Rankoshi-cho, Hokkaido",0,0,0,0,0,0,0
