merge_id_muni,id_muni1980,id_muni1985,id_muni1990,id_muni1995,id_muni2000,id_muni2005,id_muni2010,id_muni2015,id_muni2020,name_muni1980,name_muni1985,name_muni1990,name_muni1995,name_muni2000,name_muni2005,name_muni2010,name_muni2015,name_muni2020,flag_merge_consol,flag_merge_incorp,flag_seirei,flag_city,flag_town,flag_change_zone,flag_change_name
1551,1551,1551,1551,1551,1551,1551,1208,1208,1208,"Abashiri-shicho, Rubeshibe-cho, Hokkaido","Abashiri-shicho, Rubeshibe-cho, Hokkaido","Abashiri-shicho, Rubeshibe-cho, Hokkaido","Abashiri-shicho, Rubeshibe-cho, Hokkaido","Abashiri-shicho, Rubeshibe-cho, Hokkaido","Abashiri-shicho, Rubeshibe-cho, Hokkaido","Kitami-shi, Hokkaido","Kitami-shi, Hokkaido","Kitami-shi, Hokkaido",1,0,0,0,0,0,0
1553,1553,1553,1553,1553,1553,1553,1208,1208,1208,"Abashiri-shicho, Tokoro-cho, Hokkaido","Abashiri-shicho, Tokoro-cho, Hokkaido","Abashiri-shicho, Tokoro-cho, Hokkaido","Abashiri-shicho, Tokoro-cho, Hokkaido","Abashiri-shicho, Tokoro-cho, Hokkaido","Abashiri-shicho, Tokoro-cho, Hokkaido","Kitami-shi, Hokkaido","Kitami-shi, Hokkaido","Kitami-shi, Hokkaido",1,0,0,0,0,0,0
1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,"Yubari-shi, Hokkaido","Yubari-shi, Hokkaido","Yubari-shi, Hokkaido","Yubari-shi, Hokkaido","Yubari-shi, Hokkaido","Yubari-shi, Hokkaido","Yubari-shi, Hokkaido","Yubari-shi, Hokkaido","Yubari-shi, Hokkaido",0,0,0,0,0,0,0
1210,1210,1210,1210,1210,1210,1210,1210,1210,1210,"Iwamizawa-shi, Hokkaido","Iwamizawa-shi, Hokkaido","Iwamizawa-shi, Hokkaido","Iwamizawa-shi, Hokkaido","Iwamizawa-shi, Hokkaido","Iwamizawa-shi, Hokkaido","Iwamizawa-shi, Hokkaido","Iwamizawa-shi, Hokkaido","Iwamizawa-shi, Hokkaido",0,1,0,0,0,0,0
1421,1421,1421,1421,1421,1421,1421,1210,1210,1210,"Sorachi-shicho, Kita-mura, Hokkaido","Sorachi-shicho, Kita-mura, Hokkaido","Sorachi-shicho, Kita-mura, Hokkaido","Sorachi-shicho, Kita-mura, Hokkaido","Sorachi-shicho, Kita-mura, Hokkaido","Sorachi-shicho, Kita-mura, Hokkaido","Iwamizawa-shi, Hokkaido","Iwamizawa-shi, Hokkaido","Iwamizawa-shi, Hokkaido",0,1,0,0,0,0,0
1422,1422,1422,1422,1422,1422,1422,1210,1210,1210,"Sorachi-shicho, Kurisawa-cho, Hokkaido","Sorachi-shicho, Kurisawa-cho, Hokkaido","Sorachi-shicho, Kurisawa-cho, Hokkaido","Sorachi-shicho, Kurisawa-cho, Hokkaido","Sorachi-shicho, Kurisawa-cho, Hokkaido","Sorachi-shicho, Kurisawa-cho, Hokkaido","Iwamizawa-shi, Hokkaido","Iwamizawa-shi, Hokkaido","Iwamizawa-shi, Hokkaido",0,1,0,0,0,0,0
1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,"Abashiri-shi, Hokkaido","Abashiri-shi, Hokkaido","Abashiri-shi, Hokkaido","Abashiri-shi, Hokkaido","Abashiri-shi, Hokkaido","Abashiri-shi, Hokkaido","Abashiri-shi, Hokkaido","Abashiri-shi, Hokkaido","Abashiri-shi, Hokkaido",0,0,0,0,0,0,0
1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,"Rumoi-shi, Hokkaido","Rumoi-shi, Hokkaido","Rumoi-shi, Hokkaido","Rumoi-shi, Hokkaido","Rumoi-shi, Hokkaido","Rumoi-shi, Hokkaido","Rumoi-shi, Hokkaido","Rumoi-shi, Hokkaido","Rumoi-shi, Hokkaido",0,0,0,0,0,0,0
1213,1213,1213,1213,1213,1213,1213,1213,1213,1213,"Tomakomai-shi, Hokkaido","Tomakomai-shi, Hokkaido","Tomakomai-shi, Hokkaido","Tomakomai-shi, Hokkaido","Tomakomai-shi, Hokkaido","Tomakomai-shi, Hokkaido","Tomakomai-shi, Hokkaido","Tomakomai-shi, Hokkaido","Tomakomai-shi, Hokkaido",0,0,0,0,0,0,0
1214,1214,1214,1214,1214,1214,1214,1214,1214,1214,"Wakkanai-shi, Hokkaido","Wakkanai-shi, Hokkaido","Wakkanai-shi, Hokkaido","Wakkanai-shi, Hokkaido","Wakkanai-shi, Hokkaido","Wakkanai-shi, Hokkaido","Wakkanai-shi, Hokkaido","Wakkanai-shi, Hokkaido","Wakkanai-shi, Hokkaido",0,0,0,0,0,0,0
1215,1215,1215,1215,1215,1215,1215,1215,1215,1215,"Bibai-shi, Hokkaido","Bibai-shi, Hokkaido","Bibai-shi, Hokkaido","Bibai-shi, Hokkaido","Bibai-shi, Hokkaido","Bibai-shi, Hokkaido","Bibai-shi, Hokkaido","Bibai-shi, Hokkaido","Bibai-shi, Hokkaido",0,0,0,0,0,0,0
1216,1216,1216,1216,1216,1216,1216,1216,1216,1216,"Ashibetsu-shi, Hokkaido","Ashibetsu-shi, Hokkaido","Ashibetsu-shi, Hokkaido","Ashibetsu-shi, Hokkaido","Ashibetsu-shi, Hokkaido","Ashibetsu-shi, Hokkaido","Ashibetsu-shi, Hokkaido","Ashibetsu-shi, Hokkaido","Ashibetsu-shi, Hokkaido",0,0,0,0,0,0,0
1217,1217,1217,1217,1217,1217,1217,1217,1217,1217,"Ebetsu-shi, Hokkaido","Ebetsu-shi, Hokkaido","Ebetsu-shi, Hokkaido","Ebetsu-shi, Hokkaido","Ebetsu-shi, Hokkaido","Ebetsu-shi, Hokkaido","Ebetsu-shi, Hokkaido","Ebetsu-shi, Hokkaido","Ebetsu-shi, Hokkaido",0,0,0,0,0,0,0
1218,1218,1218,1218,1218,1218,1218,1218,1218,1218,"Akabira-shi, Hokkaido","Akabira-shi, Hokkaido","Akabira-shi, Hokkaido","Akabira-shi, Hokkaido","Akabira-shi, Hokkaido","Akabira-shi, Hokkaido","Akabira-shi, Hokkaido","Akabira-shi, Hokkaido","Akabira-shi, Hokkaido",0,0,0,0,0,0,0
1219,1219,1219,1219,1219,1219,1219,1219,1219,1219,"Mombetsu-shi, Hokkaido","Mombetsu-shi, Hokkaido","Mombetsu-shi, Hokkaido","Mombetsu-shi, Hokkaido","Mombetsu-shi, Hokkaido","Mombetsu-shi, Hokkaido","Mombetsu-shi, Hokkaido","Mombetsu-shi, Hokkaido","Mombetsu-shi, Hokkaido",0,0,0,0,0,0,0
1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,"Shibetsu-shi, Hokkaido","Shibetsu-shi, Hokkaido","Shibetsu-shi, Hokkaido","Shibetsu-shi, Hokkaido","Shibetsu-shi, Hokkaido","Shibetsu-shi, Hokkaido","Shibetsu-shi, Hokkaido","Shibetsu-shi, Hokkaido","Shibetsu-shi, Hokkaido",1,0,0,0,0,0,0
1466,1466,1466,1466,1466,1466,1220,1220,1220,1220,"Kamikawa-shicho, Asahi-cho, Hokkaido","Kamikawa-shicho, Asahi-cho, Hokkaido","Kamikawa-shicho, Asahi-cho, Hokkaido","Kamikawa-shicho, Asahi-cho, Hokkaido","Kamikawa-shicho, Asahi-cho, Hokkaido","Shibetsu-shi, Hokkaido","Shibetsu-shi, Hokkaido","Shibetsu-shi, Hokkaido","Shibetsu-shi, Hokkaido",1,0,0,0,0,0,0
1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,"Nayoro-shi, Hokkaido","Nayoro-shi, Hokkaido","Nayoro-shi, Hokkaido","Nayoro-shi, Hokkaido","Nayoro-shi, Hokkaido","Nayoro-shi, Hokkaido","Nayoro-shi, Hokkaido","Nayoro-shi, Hokkaido","Nayoro-shi, Hokkaido",1,0,0,0,0,0,0
1467,1467,1467,1467,1467,1467,1467,1221,1221,1221,"Kamikawa-shicho, Furen-cho, Hokkaido","Kamikawa-shicho, Furen-cho, Hokkaido","Kamikawa-shicho, Furen-cho, Hokkaido","Kamikawa-shicho, Furen-cho, Hokkaido","Kamikawa-shicho, Furen-cho, Hokkaido","Kamikawa-shicho, Furen-cho, Hokkaido","Nayoro-shi, Hokkaido","Nayoro-shi, Hokkaido","Nayoro-shi, Hokkaido",1,0,0,0,0,0,0
1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,"Mikasa-shi, Hokkaido","Mikasa-shi, Hokkaido","Mikasa-shi, Hokkaido","Mikasa-shi, Hokkaido","Mikasa-shi, Hokkaido","Mikasa-shi, Hokkaido","Mikasa-shi, Hokkaido","Mikasa-shi, Hokkaido","Mikasa-shi, Hokkaido",0,0,0,0,0,0,0
1223,1223,1223,1223,1223,1223,1223,1223,1223,1223,"Nemuro-shi, Hokkaido","Nemuro-shi, Hokkaido","Nemuro-shi, Hokkaido","Nemuro-shi, Hokkaido","Nemuro-shi, Hokkaido","Nemuro-shi, Hokkaido","Nemuro-shi, Hokkaido","Nemuro-shi, Hokkaido","Nemuro-shi, Hokkaido",0,0,0,0,0,0,0
1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,"Chitose-shi, Hokkaido","Chitose-shi, Hokkaido","Chitose-shi, Hokkaido","Chitose-shi, Hokkaido","Chitose-shi, Hokkaido","Chitose-shi, Hokkaido","Chitose-shi, Hokkaido","Chitose-shi, Hokkaido","Chitose-shi, Hokkaido",0,0,0,0,0,0,0
1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,"Takikawa-shi, Hokkaido","Takikawa-shi, Hokkaido","Takikawa-shi, Hokkaido","Takikawa-shi, Hokkaido","Takikawa-shi, Hokkaido","Takikawa-shi, Hokkaido","Takikawa-shi, Hokkaido","Takikawa-shi, Hokkaido","Takikawa-shi, Hokkaido",0,0,0,0,0,0,0
1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,"Sunagawa-shi, Hokkaido","Sunagawa-shi, Hokkaido","Sunagawa-shi, Hokkaido","Sunagawa-shi, Hokkaido","Sunagawa-shi, Hokkaido","Sunagawa-shi, Hokkaido","Sunagawa-shi, Hokkaido","Sunagawa-shi, Hokkaido","Sunagawa-shi, Hokkaido",0,0,0,0,0,0,0
1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,"Utashinai-shi, Hokkaido","Utashinai-shi, Hokkaido","Utashinai-shi, Hokkaido","Utashinai-shi, Hokkaido","Utashinai-shi, Hokkaido","Utashinai-shi, Hokkaido","Utashinai-shi, Hokkaido","Utashinai-shi, Hokkaido","Utashinai-shi, Hokkaido",0,0,0,0,0,0,0
1228,1228,1228,1228,1228,1228,1228,1228,1228,1228,"Fukagawa-shi, Hokkaido","Fukagawa-shi, Hokkaido","Fukagawa-shi, Hokkaido","Fukagawa-shi, Hokkaido","Fukagawa-shi, Hokkaido","Fukagawa-shi, Hokkaido","Fukagawa-shi, Hokkaido","Fukagawa-shi, Hokkaido","Fukagawa-shi, Hokkaido",0,0,0,0,0,0,0
1229,1229,1229,1229,1229,1229,1229,1229,1229,1229,"Furano-shi, Hokkaido","Furano-shi, Hokkaido","Furano-shi, Hokkaido","Furano-shi, Hokkaido","Furano-shi, Hokkaido","Furano-shi, Hokkaido","Furano-shi, Hokkaido","Furano-shi, Hokkaido","Furano-shi, Hokkaido",0,0,0,0,0,0,0
1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,"Noboribetsu-shi, Hokkaido","Noboribetsu-shi, Hokkaido","Noboribetsu-shi, Hokkaido","Noboribetsu-shi, Hokkaido","Noboribetsu-shi, Hokkaido","Noboribetsu-shi, Hokkaido","Noboribetsu-shi, Hokkaido","Noboribetsu-shi, Hokkaido","Noboribetsu-shi, Hokkaido",0,0,0,0,0,0,0
1231,1231,1231,1231,1231,1231,1231,1231,1231,1231,"Eniwa-shi, Hokkaido","Eniwa-shi, Hokkaido","Eniwa-shi, Hokkaido","Eniwa-shi, Hokkaido","Eniwa-shi, Hokkaido","Eniwa-shi, Hokkaido","Eniwa-shi, Hokkaido","Eniwa-shi, Hokkaido","Eniwa-shi, Hokkaido",0,0,0,0,0,0,0
1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,"Date-shi, Hokkaido","Date-shi, Hokkaido","Date-shi, Hokkaido","Date-shi, Hokkaido","Date-shi, Hokkaido","Date-shi, Hokkaido","Date-shi, Hokkaido","Date-shi, Hokkaido","Date-shi, Hokkaido",0,1,0,0,0,0,0
1574,1574,1574,1574,1574,1574,1574,1233,1233,1233,"Iburi-shicho, Otaki-mura, Hokkaido","Iburi-shicho, Otaki-mura, Hokkaido","Iburi-shicho, Otaki-mura, Hokkaido","Iburi-shicho, Otaki-mura, Hokkaido","Iburi-shicho, Otaki-mura, Hokkaido","Iburi-shicho, Otaki-mura, Hokkaido","Date-shi, Hokkaido","Date-shi, Hokkaido","Date-shi, Hokkaido",0,1,0,0,0,0,0
1234,,,,,1234,1234,1234,1234,1234,,,,,"Kitahiroshima-shi, Hokkaido","Kitahiroshima-shi, Hokkaido","Kitahiroshima-shi, Hokkaido","Kitahiroshima-shi, Hokkaido","Kitahiroshima-shi, Hokkaido",0,0,0,1,0,0,1
1301,1301,1301,1301,1301,1234,1234,1234,1234,1234,"Ishikari-shicho, Hiroshima-cho, Hokkaido","Ishikari-shicho, Hiroshima-cho, Hokkaido","Ishikari-shicho, Hiroshima-cho, Hokkaido","Ishikari-shicho, Hiroshima-cho, Hokkaido","Kitahiroshima-shi, Hokkaido","Kitahiroshima-shi, Hokkaido","Kitahiroshima-shi, Hokkaido","Kitahiroshima-shi, Hokkaido","Kitahiroshima-shi, Hokkaido",0,0,0,1,0,0,1
1235,,,,,1235,1235,1235,1235,1235,,,,,"Ishikari-shi, Hokkaido","Ishikari-shi, Hokkaido","Ishikari-shi, Hokkaido","Ishikari-shi, Hokkaido","Ishikari-shi, Hokkaido",0,1,0,1,0,0,0
1302,1302,1302,1302,1302,1235,1235,1235,1235,1235,"Ishikari-shicho, Ishikari-cho, Hokkaido","Ishikari-shicho, Ishikari-cho, Hokkaido","Ishikari-shicho, Ishikari-cho, Hokkaido","Ishikari-shicho, Ishikari-cho, Hokkaido","Ishikari-shi, Hokkaido","Ishikari-shi, Hokkaido","Ishikari-shi, Hokkaido","Ishikari-shi, Hokkaido","Ishikari-shi, Hokkaido",0,0,0,1,0,0,0
1305,1305,1305,1305,1305,1305,1235,1235,1235,1235,"Ishikari-shicho, Atsuta-mura, Hokkaido","Ishikari-shicho, Atsuta-mura, Hokkaido","Ishikari-shicho, Atsuta-mura, Hokkaido","Ishikari-shicho, Atsuta-mura, Hokkaido","Ishikari-shicho, Atsuta-mura, Hokkaido","Ishikari-shi, Hokkaido","Ishikari-shi, Hokkaido","Ishikari-shi, Hokkaido","Ishikari-shi, Hokkaido",0,1,0,0,0,0,0
1306,1306,1306,1306,1306,1306,1235,1235,1235,1235,"Ishikari-shicho, Hamamasu-mura, Hokkaido","Ishikari-shicho, Hamamasu-mura, Hokkaido","Ishikari-shicho, Hamamasu-mura, Hokkaido","Ishikari-shicho, Hamamasu-mura, Hokkaido","Ishikari-shicho, Hamamasu-mura, Hokkaido","Ishikari-shi, Hokkaido","Ishikari-shi, Hokkaido","Ishikari-shi, Hokkaido","Ishikari-shi, Hokkaido",0,1,0,0,0,0,0
1236,,,,,,,1236,1236,1236,,,,,,,"Hokuto-shi, Hokkaido","Hokuto-shi, Hokkaido","Hokuto-shi, Hokkaido",1,0,0,0,0,0,0
1335,1335,1335,1335,1335,1335,1335,1236,1236,1236,"Oshima-shicho, Kamiiso-cho, Hokkaido","Oshima-shicho, Kamiiso-cho, Hokkaido","Oshima-shicho, Kamiiso-cho, Hokkaido","Oshima-shicho, Kamiiso-cho, Hokkaido","Oshima-shicho, Kamiiso-cho, Hokkaido","Oshima-shicho, Kamiiso-cho, Hokkaido","Hokuto-shi, Hokkaido","Hokuto-shi, Hokkaido","Hokuto-shi, Hokkaido",1,0,0,0,0,0,0
1336,1336,1336,1336,1336,1336,1336,1236,1236,1236,"Oshima-shicho, Ono-cho, Hokkaido","Oshima-shicho, Ono-cho, Hokkaido","Oshima-shicho, Ono-cho, Hokkaido","Oshima-shicho, Ono-cho, Hokkaido","Oshima-shicho, Ono-cho, Hokkaido","Oshima-shicho, Ono-cho, Hokkaido","Hokuto-shi, Hokkaido","Hokuto-shi, Hokkaido","Hokuto-shi, Hokkaido",1,0,0,0,0,0,0
1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,"Ishikari-shicho, Tobetsu-cho, Hokkaido","Ishikari-shicho, Tobetsu-cho, Hokkaido","Ishikari-shicho, Tobetsu-cho, Hokkaido","Ishikari-shicho, Tobetsu-cho, Hokkaido","Ishikari-shicho, Tobetsu-cho, Hokkaido","Ishikari-shicho, Tobetsu-cho, Hokkaido","Ishikarishinkokyoku, Tobetsu-cho, Hokkaido","Ishikarishinkokyoku, Tobetsu-cho, Hokkaido","Ishikarishinkokyoku, Tobetsu-cho, Hokkaido",0,0,0,0,0,0,0
1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,"Ishikari-shicho, Shinshinotsu-mura, Hokkaido","Ishikari-shicho, Shinshinotsu-mura, Hokkaido","Ishikari-shicho, Shinshinotsu-mura, Hokkaido","Ishikari-shicho, Shinshinotsu-mura, Hokkaido","Ishikari-shicho, Shinshinotsu-mura, Hokkaido","Ishikari-shicho, Shinshinotsu-mura, Hokkaido","Ishikarishinkokyoku, Shinshinotsu-mura, Hokkaido","Ishikarishinkokyoku, Shinshinotsu-mura, Hokkaido","Ishikarishinkokyoku, Shinshinotsu-mura, Hokkaido",0,0,0,0,0,0,0
1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,"Oshima-shicho, Matsumae-cho, Hokkaido","Oshima-shicho, Matsumae-cho, Hokkaido","Oshima-shicho, Matsumae-cho, Hokkaido","Oshima-shicho, Matsumae-cho, Hokkaido","Oshima-shicho, Matsumae-cho, Hokkaido","Oshima-shicho, Matsumae-cho, Hokkaido","Oshimasogoshinkokyoku, Matsumae-cho, Hokkaido","Oshimasogoshinkokyoku, Matsumae-cho, Hokkaido","Oshimasogoshinkokyoku, Matsumae-cho, Hokkaido",0,0,0,0,0,0,0
1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,"Oshima-shicho, Fukushima-cho, Hokkaido","Oshima-shicho, Fukushima-cho, Hokkaido","Oshima-shicho, Fukushima-cho, Hokkaido","Oshima-shicho, Fukushima-cho, Hokkaido","Oshima-shicho, Fukushima-cho, Hokkaido","Oshima-shicho, Fukushima-cho, Hokkaido","Oshimasogoshinkokyoku, Fukushima-cho, Hokkaido","Oshimasogoshinkokyoku, Fukushima-cho, Hokkaido","Oshimasogoshinkokyoku, Fukushima-cho, Hokkaido",0,0,0,0,0,0,0
1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,"Oshima-shicho, Shiriuchi-cho, Hokkaido","Oshima-shicho, Shiriuchi-cho, Hokkaido","Oshima-shicho, Shiriuchi-cho, Hokkaido","Oshima-shicho, Shiriuchi-cho, Hokkaido","Oshima-shicho, Shiriuchi-cho, Hokkaido","Oshima-shicho, Shiriuchi-cho, Hokkaido","Oshimasogoshinkokyoku, Shiriuchi-cho, Hokkaido","Oshimasogoshinkokyoku, Shiriuchi-cho, Hokkaido","Oshimasogoshinkokyoku, Shiriuchi-cho, Hokkaido",0,0,0,0,0,0,0
1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,"Oshima-shicho, Kikonai-cho, Hokkaido","Oshima-shicho, Kikonai-cho, Hokkaido","Oshima-shicho, Kikonai-cho, Hokkaido","Oshima-shicho, Kikonai-cho, Hokkaido","Oshima-shicho, Kikonai-cho, Hokkaido","Oshima-shicho, Kikonai-cho, Hokkaido","Oshimasogoshinkokyoku, Kikonai-cho, Hokkaido","Oshimasogoshinkokyoku, Kikonai-cho, Hokkaido","Oshimasogoshinkokyoku, Kikonai-cho, Hokkaido",0,0,0,0,0,0,0
1337,1337,1337,1337,1337,1337,1337,1337,1337,1337,"Oshima-shicho, Nanae-cho, Hokkaido","Oshima-shicho, Nanae-cho, Hokkaido","Oshima-shicho, Nanae-cho, Hokkaido","Oshima-shicho, Nanae-cho, Hokkaido","Oshima-shicho, Nanae-cho, Hokkaido","Oshima-shicho, Nanae-cho, Hokkaido","Oshimasogoshinkokyoku, Nanae-cho, Hokkaido","Oshimasogoshinkokyoku, Nanae-cho, Hokkaido","Oshimasogoshinkokyoku, Nanae-cho, Hokkaido",0,0,0,0,0,0,0
1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,"Oshima-shicho, Shikabe-mura, Hokkaido","Oshima-shicho, Shikabe-cho, Hokkaido","Oshima-shicho, Shikabe-cho, Hokkaido","Oshima-shicho, Shikabe-cho, Hokkaido","Oshima-shicho, Shikabe-cho, Hokkaido","Oshima-shicho, Shikabe-cho, Hokkaido","Oshimasogoshinkokyoku, Shikabe-cho, Hokkaido","Oshimasogoshinkokyoku, Shikabe-cho, Hokkaido","Oshimasogoshinkokyoku, Shikabe-cho, Hokkaido",0,0,0,0,1,0,0
